,ensembl_gene_id,hgnc_symbol
11861,ENSG00000167191,GPRC5B
11862,ENSG00000167193,CRK
11863,ENSG00000167194,C16orf92
11864,ENSG00000167195,GOLGA6C
11865,ENSG00000167196,FBXO22
11866,ENSG00000167202,TBC1D2B
11867,ENSG00000167207,NOD2
11868,ENSG00000167208,SNX20
11869,ENSG00000167210,LOXHD1
11870,ENSG00000167216,KATNAL2
11871,ENSG00000167220,HDHD2
11872,ENSG00000167232,ZNF91
11873,ENSG00000167244,IGF2
11874,ENSG00000167257,RNF214
11875,ENSG00000167258,CDK12
11876,ENSG00000167261,DPEP2
11877,ENSG00000167264,DUS2
11878,ENSG00000167272,POP5
11879,ENSG00000167280,ENGASE
11880,ENSG00000167281,RBFOX3
11881,ENSG00000167283,ATP5MG
11882,ENSG00000167286,CD3D
11883,ENSG00000167291,TBC1D16
11884,ENSG00000167302,TEPSIN
11885,ENSG00000167306,MYO5B
11886,ENSG00000167311,ART5
11887,ENSG00000167315,ACAA2
11888,ENSG00000167323,STIM1
11889,ENSG00000167325,RRM1
11890,ENSG00000167332,OR51E2
11891,ENSG00000167333,TRIM68
11892,ENSG00000167346,MMP26
11893,ENSG00000167359,OR51I1
11894,ENSG00000167363,FN3K
11895,ENSG00000167371,PRRT2
11896,ENSG00000167377,ZNF23
11897,ENSG00000167378,IRGQ
11898,ENSG00000167380,ZNF226
11899,ENSG00000167384,ZNF180
11900,ENSG00000167393,PPP2R3B
11901,ENSG00000167394,ZNF668
11902,ENSG00000167395,ZNF646
11903,ENSG00000167397,VKORC1
11904,ENSG00000167414,GNG8
11905,ENSG00000167419,LPO
11906,ENSG00000167434,CA4
11907,ENSG00000167447,SMG8
11908,ENSG00000167460,TPM4
11909,ENSG00000167461,RAB8A
11910,ENSG00000167468,GPX4
11911,ENSG00000167470,MIDN
11912,ENSG00000167476,JSRP1
11913,ENSG00000167483,NIBAN3
11914,ENSG00000167487,KLHL26
11915,ENSG00000167491,GATAD2A
11916,ENSG00000167508,MVD
11917,ENSG00000167513,CDT1
11918,ENSG00000167515,TRAPPC2L
11919,ENSG00000167522,ANKRD11
11920,ENSG00000167523,SPATA33
11921,ENSG00000167524,RSKR
11922,ENSG00000167525,PROCA1
11923,ENSG00000167526,RPL13
11924,ENSG00000167528,ZNF641
11925,ENSG00000167531,LALBA
11926,ENSG00000167535,CACNB3
11927,ENSG00000167536,DHRS13
11928,ENSG00000167543,TP53I13
11929,ENSG00000167548,KMT2D
11930,ENSG00000167549,CORO6
11931,ENSG00000167550,RHEBL1
11932,ENSG00000167552,TUBA1A
11933,ENSG00000167553,TUBA1C
11934,ENSG00000167554,ZNF610
11935,ENSG00000167555,ZNF528
11936,ENSG00000167562,ZNF701
11937,ENSG00000167565,SERTAD3
11938,ENSG00000167566,NCKAP5L
11939,ENSG00000167578,RAB4B
11940,ENSG00000167580,AQP2
11941,ENSG00000167588,GPD1
11942,ENSG00000167595,PROSER3
11943,ENSG00000167600,CYP2S1
11944,ENSG00000167601,AXL
11945,ENSG00000167604,NFKBID
11946,ENSG00000167608,TMC4
11947,ENSG00000167612,ANKRD33
11948,ENSG00000167613,LAIR1
11949,ENSG00000167614,TTYH1
11950,ENSG00000167615,LENG8
11951,ENSG00000167617,CDC42EP5
11952,ENSG00000167618,LAIR2
11953,ENSG00000167619,TMEM145
11954,ENSG00000167625,ZNF526
11955,ENSG00000167632,TRAPPC9
11956,ENSG00000167633,KIR3DL1
11957,ENSG00000167634,NLRP7
11958,ENSG00000167635,ZNF146
11959,ENSG00000167637,ZNF283
11960,ENSG00000167641,PPP1R14A
11961,ENSG00000167642,SPINT2
11962,ENSG00000167644,C19orf33
11963,ENSG00000167645,YIF1B
11964,ENSG00000167646,DNAAF3
11965,ENSG00000167653,PSCA
11966,ENSG00000167654,ATCAY
11967,ENSG00000167656,LY6D
11968,ENSG00000167657,DAPK3
11969,ENSG00000167658,EEF2
11970,ENSG00000167664,TMIGD2
11971,ENSG00000167670,CHAF1A
11972,ENSG00000167671,UBXN6
11973,ENSG00000167674,HDGFL2
11974,ENSG00000167676,PLIN4
11975,ENSG00000167680,SEMA6B
11976,ENSG00000167685,ZNF444
11977,ENSG00000167693,NXN
11978,ENSG00000167695,TLCD3A
11979,ENSG00000167699,GLOD4
11980,ENSG00000167700,MFSD3
11981,ENSG00000167701,GPT
11982,ENSG00000167702,KIFC2
11983,ENSG00000167703,SLC43A2
11984,ENSG00000167705,RILP
11985,ENSG00000167711,SERPINF2
11986,ENSG00000167716,WDR81
11987,ENSG00000167720,SRR
11988,ENSG00000167721,TSR1
11989,ENSG00000167723,TRPV3
11990,ENSG00000167733,HSD11B1L
11991,ENSG00000167740,CYB5D2
11992,ENSG00000167741,GGT6
11993,ENSG00000167747,C19orf48
11994,ENSG00000167748,KLK1
11995,ENSG00000167749,KLK4
11996,ENSG00000167751,KLK2
11997,ENSG00000167754,KLK5
11998,ENSG00000167755,KLK6
11999,ENSG00000167757,KLK11
12000,ENSG00000167759,KLK13
12001,ENSG00000167766,ZNF83
12002,ENSG00000167767,KRT80
12003,ENSG00000167768,KRT1
12004,ENSG00000167769,ACER1
12005,ENSG00000167770,OTUB1
12006,ENSG00000167771,RCOR2
12007,ENSG00000167772,ANGPTL4
12008,ENSG00000167774,
12009,ENSG00000167775,CD320
12010,ENSG00000167778,SPRYD3
12011,ENSG00000167779,IGFBP6
12012,ENSG00000167780,SOAT2
12013,ENSG00000167785,ZNF558
12014,ENSG00000167791,CABP2
12015,ENSG00000167792,NDUFV1
12016,ENSG00000167797,CDK2AP2
12017,ENSG00000167799,NUDT8
12018,ENSG00000167800,TBX10
12019,ENSG00000167807,
12020,ENSG00000167815,PRDX2
12021,ENSG00000167822,OR8J3
12022,ENSG00000167825,OR5I1
12023,ENSG00000167840,ZNF232
12024,ENSG00000167842,MIS12
12025,ENSG00000167850,CD300C
12026,ENSG00000167851,CD300A
12027,ENSG00000167858,TEKT1
12028,ENSG00000167861,HID1
12029,ENSG00000167862,MRPL58
12030,ENSG00000167863,ATP5PD
12031,ENSG00000167874,TMEM88
12032,ENSG00000167880,EVPL
12033,ENSG00000167881,SRP68
12034,ENSG00000167889,MGAT5B
12035,ENSG00000167895,TMC8
12036,ENSG00000167900,TK1
12037,ENSG00000167904,TMEM68
12038,ENSG00000167910,CYP7A1
12039,ENSG00000167914,GSDMA
12040,ENSG00000167916,KRT24
12041,ENSG00000167920,TMEM99
12042,ENSG00000167925,GHDC
12043,ENSG00000167930,FAM234A
12044,ENSG00000167941,SOST
12045,ENSG00000167962,ZNF598
12046,ENSG00000167964,RAB26
12047,ENSG00000167965,MLST8
12048,ENSG00000167967,E4F1
12049,ENSG00000167968,DNASE1L2
12050,ENSG00000167969,ECI1
12051,ENSG00000167971,CASKIN1
12052,ENSG00000167972,ABCA3
12053,ENSG00000167977,KCTD5
12054,ENSG00000167978,SRRM2
12055,ENSG00000167981,ZNF597
12056,ENSG00000167984,NLRC3
12057,ENSG00000167985,SDHAF2
12058,ENSG00000167986,DDB1
12059,ENSG00000167987,VPS37C
12060,ENSG00000167992,VWCE
12061,ENSG00000167994,RAB3IL1
12062,ENSG00000167995,BEST1
12063,ENSG00000167996,FTH1
12064,ENSG00000168000,BSCL2
12065,ENSG00000168002,POLR2G
12066,ENSG00000168003,SLC3A2
12067,ENSG00000168004,PLAAT5
12068,ENSG00000168005,SPINDOC
12069,ENSG00000168010,ATG16L2
12070,ENSG00000168014,C2CD3
12071,ENSG00000168016,TRANK1
12072,ENSG00000168026,TTC21A
12073,ENSG00000168028,RPSA
12074,ENSG00000168032,ENTPD3
12075,ENSG00000168036,CTNNB1
12076,ENSG00000168038,ULK4
12077,ENSG00000168040,FADD
12078,ENSG00000168056,LTBP3
12079,ENSG00000168060,NAALADL1
12080,ENSG00000168061,SAC3D1
12081,ENSG00000168062,BATF2
12082,ENSG00000168065,SLC22A11
12083,ENSG00000168066,SF1
12084,ENSG00000168067,MAP4K2
12085,ENSG00000168070,MAJIN
12086,ENSG00000168071,CCDC88B
12087,ENSG00000168077,SCARA3
12088,ENSG00000168078,PBK
12089,ENSG00000168079,SCARA5
12090,ENSG00000168081,PNOC
12091,ENSG00000168090,COPS6
12092,ENSG00000168092,PAFAH1B2
12093,ENSG00000168096,ANKS3
12094,ENSG00000168101,NUDT16L1
12095,ENSG00000168116,KIAA1586
12096,ENSG00000168118,RAB4A
12097,ENSG00000168124,OR1F1
12098,ENSG00000168131,OR2B2
12099,ENSG00000168135,KCNJ4
12100,ENSG00000168137,SETD5
12101,ENSG00000168140,VASN
12102,ENSG00000168143,FAM83B
12103,ENSG00000168148,HIST3H3
12104,ENSG00000168152,THAP9
12105,ENSG00000168158,OR2C1
12106,ENSG00000168159,RNF187
12107,ENSG00000168172,HOOK3
12108,ENSG00000168175,MAPK1IP1L
12109,ENSG00000168209,DDIT4
12110,ENSG00000168214,RBPJ
12111,ENSG00000168216,LMBRD1
12112,ENSG00000168228,ZCCHC4
12113,ENSG00000168229,PTGDR
12114,ENSG00000168234,TTC39C
12115,ENSG00000168237,GLYCTK
12116,ENSG00000168243,GNG4
12117,ENSG00000168246,UBTD2
12118,ENSG00000168255,POLR2J3
12119,ENSG00000168256,NKIRAS2
12120,ENSG00000168259,DNAJC7
12121,ENSG00000168263,KCNV2
12122,ENSG00000168264,IRF2BP2
12123,ENSG00000168267,PTF1A
12124,ENSG00000168268,NT5DC2
12125,ENSG00000168269,FOXI1
12126,ENSG00000168273,SMIM4
12127,ENSG00000168275,COA6
12128,ENSG00000168280,KIF5C
12129,ENSG00000168282,MGAT2
12130,ENSG00000168283,BMI1
12131,ENSG00000168286,THAP11
12132,ENSG00000168288,MMADHC
12133,ENSG00000168291,PDHB
12134,ENSG00000168297,PXK
12135,ENSG00000168298,HIST1H1E
12136,ENSG00000168300,PCMTD1
12137,ENSG00000168301,KCTD6
12138,ENSG00000168303,MPLKIP
12139,ENSG00000168306,ACOX2
12140,ENSG00000168309,FAM107A
12141,ENSG00000168310,IRF2
12142,ENSG00000168314,MOBP
12143,ENSG00000168329,CX3CR1
12144,ENSG00000168333,PPDPFL
12145,ENSG00000168334,XIRP1
12146,ENSG00000168348,INSM2
12147,ENSG00000168350,DEGS2
12148,ENSG00000168356,SCN11A
12149,ENSG00000168374,ARF4
12150,ENSG00000168384,HLA-DPA1
12151,ENSG00000168385,SEPTIN2
12152,ENSG00000168386,FILIP1L
12153,ENSG00000168389,MFSD2A
12154,ENSG00000168393,DTYMK
12155,ENSG00000168394,TAP1
12156,ENSG00000168395,ING5
12157,ENSG00000168397,ATG4B
12158,ENSG00000168398,BDKRB2
12159,ENSG00000168404,MLKL
12160,ENSG00000168411,RFWD3
12161,ENSG00000168412,MTNR1A
12162,ENSG00000168418,KCNG4
12163,ENSG00000168421,RHOH
12164,ENSG00000168427,KLHL30
12165,ENSG00000168434,COG7
12166,ENSG00000168438,CDC40
12167,ENSG00000168439,STIP1
12168,ENSG00000168447,SCNN1B
12169,ENSG00000168452,PPT2
12170,ENSG00000168453,HR
12171,ENSG00000168454,TXNDC2
12172,ENSG00000168461,RAB31
12173,ENSG00000168468,ATF6B
12174,ENSG00000168476,REEP4
12175,ENSG00000168477,TNXB
12176,ENSG00000168481,LGI3
12177,ENSG00000168484,SFTPC
12178,ENSG00000168487,BMP1
12179,ENSG00000168488,ATXN2L
12180,ENSG00000168490,PHYHIP
12181,ENSG00000168491,CCDC110
12182,ENSG00000168495,POLR3D
12183,ENSG00000168496,FEN1
12184,ENSG00000168497,CAVIN2
12185,ENSG00000168502,MTCL1
12186,ENSG00000168505,GBX2
12187,ENSG00000168509,HJV
12188,ENSG00000168515,SCGB1D1
12189,ENSG00000168517,HEXIM2
12190,ENSG00000168522,FNTA
12191,ENSG00000168528,SERINC2
12192,ENSG00000168530,MYL1
12193,ENSG00000168538,TRAPPC11
12194,ENSG00000168539,CHRM1
12195,ENSG00000168542,COL3A1
12196,ENSG00000168546,GFRA2
12197,ENSG00000168556,ING2
12198,ENSG00000168564,CDKN2AIP
12199,ENSG00000168566,SNRNP48
12200,ENSG00000168569,TMEM223
12201,ENSG00000168575,SLC20A2
12202,ENSG00000168582,CRYGA
12203,ENSG00000168589,DYNLRB2
12204,ENSG00000168591,TMUB2
12205,ENSG00000168594,ADAM29
12206,ENSG00000168610,STAT3
12207,ENSG00000168612,ZSWIM1
12208,ENSG00000168615,ADAM9
12209,ENSG00000168619,ADAM18
12210,ENSG00000168621,GDNF
12211,ENSG00000168631,MUCL3
12212,ENSG00000168634,WFDC13
12213,ENSG00000168646,AXIN2
12214,ENSG00000168653,NDUFS5
12215,ENSG00000168658,VWA3B
12216,ENSG00000168661,ZNF30
12217,ENSG00000168671,UGT3A2
12218,ENSG00000168672,FAM84B
12219,ENSG00000168675,LDLRAD4
12220,ENSG00000168676,KCTD19
12221,ENSG00000168679,SLC16A4
12222,ENSG00000168685,IL7R
12223,ENSG00000168701,TMEM208
12224,ENSG00000168702,LRP1B
12225,ENSG00000168703,WFDC12
12226,ENSG00000168710,AHCYL1
12227,ENSG00000168724,DNAJC21
12228,ENSG00000168734,PKIG
12229,ENSG00000168743,NPNT
12230,ENSG00000168748,CA7
12231,ENSG00000168754,FAM178B
12232,ENSG00000168757,TSPY2
12233,ENSG00000168758,SEMA4C
12234,ENSG00000168763,CNNM3
12235,ENSG00000168765,GSTM4
12236,ENSG00000168769,TET2
12237,ENSG00000168772,CXXC4
12238,ENSG00000168778,TCTN2
12239,ENSG00000168779,SHOX2
12240,ENSG00000168781,PPIP5K1
12241,ENSG00000168785,TSPAN5
12242,ENSG00000168792,ABHD15
12243,ENSG00000168795,ZBTB5
12244,ENSG00000168802,CHTF8
12245,ENSG00000168803,ADAL
12246,ENSG00000168806,LCMT2
12247,ENSG00000168807,SNTB2
12248,ENSG00000168811,IL12A
12249,ENSG00000168813,ZNF507
12250,ENSG00000168818,STX18
12251,ENSG00000168824,NSG1
12252,ENSG00000168826,ZBTB49
12253,ENSG00000168827,GFM1
12254,ENSG00000168828,OR13J1
12255,ENSG00000168830,HTR1E
12256,ENSG00000168843,FSTL5
12257,ENSG00000168872,DDX19A
12258,ENSG00000168874,ATOH8
12259,ENSG00000168875,SOX14
12260,ENSG00000168876,ANKRD49
12261,ENSG00000168878,SFTPB
12262,ENSG00000168883,USP39
12263,ENSG00000168884,TNIP2
12264,ENSG00000168887,C2orf68
12265,ENSG00000168890,TMEM150A
12266,ENSG00000168894,RNF181
12267,ENSG00000168899,VAMP5
12268,ENSG00000168903,BTNL3
12269,ENSG00000168904,LRRC28
12270,ENSG00000168906,MAT2A
12271,ENSG00000168907,PLA2G4F
12272,ENSG00000168913,ENHO
12273,ENSG00000168916,ZNF608
12274,ENSG00000168917,SLC35G2
12275,ENSG00000168918,INPP5D
12276,ENSG00000168924,LETM1
12277,ENSG00000168925,CTRB1
12278,ENSG00000168928,CTRB2
12279,ENSG00000168930,TRIM49
12280,ENSG00000168936,TMEM129
12281,ENSG00000168938,PPIC
12282,ENSG00000168939,SPRY3
12283,ENSG00000168944,CEP120
12284,ENSG00000168952,STXBP6
12285,ENSG00000168955,TM4SF20
12286,ENSG00000168958,MFF
12287,ENSG00000168959,GRM5
12288,ENSG00000168961,LGALS9
12289,ENSG00000168970,JMJD7-PLA2G4B
12290,ENSG00000168993,CPLX1
12291,ENSG00000168994,PXDC1
12292,ENSG00000168995,SIGLEC7
12293,ENSG00000169006,NTSR2
12294,ENSG00000169016,E2F6
12295,ENSG00000169018,FEM1B
12296,ENSG00000169019,COMMD8
12297,ENSG00000169020,ATP5ME
12298,ENSG00000169021,UQCRFS1
12299,ENSG00000169026,SLC49A3
12300,ENSG00000169031,COL4A3
12301,ENSG00000169032,MAP2K1
12302,ENSG00000169035,KLK7
12303,ENSG00000169045,HNRNPH1
12304,ENSG00000169047,IRS1
12305,ENSG00000169057,MECP2
12306,ENSG00000169059,VCX3A
12307,ENSG00000169062,UPF3A
12308,ENSG00000169064,ZBBX
12309,ENSG00000169067,ACTBL2
12310,ENSG00000169071,ROR2
12311,ENSG00000169083,AR
12312,ENSG00000169084,DHRSX
12313,ENSG00000169085,VXN
12314,ENSG00000169087,HSPBAP1
12315,ENSG00000169093,ASMTL
12316,ENSG00000169100,SLC25A6
12317,ENSG00000169105,CHST14
12318,ENSG00000169116,PARM1
12319,ENSG00000169118,CSNK1G1
12320,ENSG00000169122,FAM110B
12321,ENSG00000169126,ARMC4
12322,ENSG00000169129,AFAP1L2
12323,ENSG00000169131,ZNF354A
12324,ENSG00000169136,ATF5
12325,ENSG00000169139,UBE2V2
12326,ENSG00000169154,GOT1L1
12327,ENSG00000169155,ZBTB43
12328,ENSG00000169169,CPT1C
12329,ENSG00000169174,PCSK9
12330,ENSG00000169180,XPO6
12331,ENSG00000169181,GSG1L
12332,ENSG00000169184,MN1
12333,ENSG00000169188,APEX2
12334,ENSG00000169189,NSMCE1
12335,ENSG00000169193,CCDC126
12336,ENSG00000169194,IL13
12337,ENSG00000169203,NPIPB12
12338,ENSG00000169208,OR10G3
12339,ENSG00000169213,RAB3B
12340,ENSG00000169214,OR6F1
12341,ENSG00000169217,CD2BP2
12342,ENSG00000169218,RSPO1
12343,ENSG00000169220,RGS14
12344,ENSG00000169221,TBC1D10B
12345,ENSG00000169223,LMAN2
12346,ENSG00000169224,GCSAML
12347,ENSG00000169228,RAB24
12348,ENSG00000169230,PRELID1
12349,ENSG00000169231,THBS3
12350,ENSG00000169239,CA5B
12351,ENSG00000169241,SLC50A1
12352,ENSG00000169242,EFNA1
12353,ENSG00000169245,CXCL10
12354,ENSG00000169246,NPIPB3
12355,ENSG00000169247,SH3TC2
12356,ENSG00000169248,CXCL11
12357,ENSG00000169249,ZRSR2
12358,ENSG00000169251,NMD3
12359,ENSG00000169252,ADRB2
12360,ENSG00000169255,B3GALNT1
12361,ENSG00000169258,GPRIN1
12362,ENSG00000169260,ZNF311
12363,ENSG00000169271,HSPB3
12364,ENSG00000169282,KCNAB1
12365,ENSG00000169288,MRPL1
12366,ENSG00000169291,SHE
12367,ENSG00000169297,NR0B1
12368,ENSG00000169299,PGM2
12369,ENSG00000169302,STK32A
12370,ENSG00000169306,IL1RAPL1
12371,ENSG00000169313,P2RY12
12372,ENSG00000169314,C22orf15
12373,ENSG00000169327,OR5AU1
12374,ENSG00000169330,MINAR1
12375,ENSG00000169340,PDILT
12376,ENSG00000169344,UMOD
12377,ENSG00000169347,GP2
12378,ENSG00000169359,SLC33A1
12379,ENSG00000169371,SNUPN
12380,ENSG00000169372,CRADD
12381,ENSG00000169375,SIN3A
12382,ENSG00000169379,ARL13B
12383,ENSG00000169385,RNASE2
12384,ENSG00000169393,ELSPBP1
12385,ENSG00000169397,RNASE3
12386,ENSG00000169398,PTK2
12387,ENSG00000169402,RSPH10B2
12388,ENSG00000169403,PTAFR
12389,ENSG00000169410,PTPN9
12390,ENSG00000169413,RNASE6
12391,ENSG00000169418,NPR1
12392,ENSG00000169427,KCNK9
12393,ENSG00000169429,CXCL8
12394,ENSG00000169432,SCN9A
12395,ENSG00000169435,RASSF6
12396,ENSG00000169436,COL22A1
12397,ENSG00000169439,SDC2
12398,ENSG00000169442,CD52
12399,ENSG00000169446,MMGT1
12400,ENSG00000169469,SPRR1B
12401,ENSG00000169474,SPRR1A
12402,ENSG00000169484,OR4K14
12403,ENSG00000169488,OR4K15
12404,ENSG00000169490,TM2D2
12405,ENSG00000169495,HTRA4
12406,ENSG00000169499,PLEKHA2
12407,ENSG00000169504,CLIC4
12408,ENSG00000169507,SLC38A11
12409,ENSG00000169508,GPR183
12410,ENSG00000169509,CRCT1
12411,ENSG00000169515,CCDC8
12412,ENSG00000169519,METTL15
12413,ENSG00000169548,ZNF280A
12414,ENSG00000169550,MUC15
12415,ENSG00000169551,CT55
12416,ENSG00000169554,ZEB2
12417,ENSG00000169562,GJB1
12418,ENSG00000169564,PCBP1
12419,ENSG00000169567,HINT1
12420,ENSG00000169570,DTWD2
12421,ENSG00000169575,VPREB1
12422,ENSG00000169583,CLIC3
12423,ENSG00000169592,INO80E
12424,ENSG00000169594,BNC1
12425,ENSG00000169598,DFFB
12426,ENSG00000169599,NFU1
12427,ENSG00000169604,ANTXR1
12428,ENSG00000169605,GKN1
12429,ENSG00000169607,CKAP2L
12430,ENSG00000169609,C15orf40
12431,ENSG00000169612,RAMAC
12432,ENSG00000169618,PROKR1
12433,ENSG00000169621,APLF
12434,ENSG00000169627,BOLA2B
12435,ENSG00000169629,RGPD8
12436,ENSG00000169635,HIC2
12437,ENSG00000169641,LUZP1
12438,ENSG00000169660,HEXD
12439,ENSG00000169676,DRD5
12440,ENSG00000169679,BUB1
12441,ENSG00000169682,SPNS1
12442,ENSG00000169683,LRRC45
12443,ENSG00000169684,CHRNA5
12444,ENSG00000169688,MT1B
12445,ENSG00000169689,CENPX
12446,ENSG00000169692,AGPAT2
12447,ENSG00000169696,ASPSCR1
12448,ENSG00000169704,GP9
12449,ENSG00000169710,FASN
12450,ENSG00000169714,CNBP
12451,ENSG00000169715,MT1E
12452,ENSG00000169717,ACTRT2
12453,ENSG00000169718,DUS1L
12454,ENSG00000169727,GPS1
12455,ENSG00000169733,RFNG
12456,ENSG00000169738,DCXR
12457,ENSG00000169740,ZNF32
12458,ENSG00000169744,LDB2
12459,ENSG00000169750,RAC3
12460,ENSG00000169752,NRG4
12461,ENSG00000169756,LIMS1
12462,ENSG00000169758,TMEM266
12463,ENSG00000169760,NLGN1
12464,ENSG00000169762,TAPT1
12465,ENSG00000169764,UGP2
12466,ENSG00000169777,TAS2R1
12467,ENSG00000169783,LINGO1
12468,ENSG00000169789,PRY
12469,ENSG00000169800,RBMY1F
12470,ENSG00000169807,PRY2
12471,ENSG00000169813,HNRNPF
12472,ENSG00000169814,BTD
12473,ENSG00000169826,CSGALNACT2
12474,ENSG00000169836,TACR3
12475,ENSG00000169840,GSX1
12476,ENSG00000169851,PCDH7
12477,ENSG00000169855,ROBO1
12478,ENSG00000169856,ONECUT1
12479,ENSG00000169857,AVEN
12480,ENSG00000169860,P2RY1
12481,ENSG00000169862,CTNND2
12482,ENSG00000169871,TRIM56
12483,ENSG00000169876,MUC17
12484,ENSG00000169877,AHSP
12485,ENSG00000169884,WNT10B
12486,ENSG00000169885,CALML6
12487,ENSG00000169891,REPS2
12488,ENSG00000169894,MUC3A
12489,ENSG00000169895,SYAP1
12490,ENSG00000169896,ITGAM
12491,ENSG00000169900,PYDC1
12492,ENSG00000169902,TPST1
12493,ENSG00000169903,TM4SF4
12494,ENSG00000169905,TOR1AIP2
12495,ENSG00000169906,S100G
12496,ENSG00000169908,TM4SF1
12497,ENSG00000169914,OTUD3
12498,ENSG00000169918,OTUD7A
12499,ENSG00000169919,GUSB
12500,ENSG00000169925,BRD3
12501,ENSG00000169926,KLF13
12502,ENSG00000169933,FRMPD4
12503,ENSG00000169946,ZFPM2
12504,ENSG00000169951,ZNF764
12505,ENSG00000169953,HSFY2
12506,ENSG00000169955,ZNF747
12507,ENSG00000169957,ZNF768
12508,ENSG00000169962,TAS1R3
12509,ENSG00000169964,TMEM42
12510,ENSG00000169967,MAP3K2
12511,ENSG00000169972,PUSL1
12512,ENSG00000169976,SF3B5
12513,ENSG00000169981,ZNF35
12514,ENSG00000169989,TIGD4
12515,ENSG00000169991,IFFO2
12516,ENSG00000169992,NLGN2
12517,ENSG00000169994,MYO7B
12518,ENSG00000170004,CHD3
12519,ENSG00000170006,TMEM154
12520,ENSG00000170011,MYRIP
12521,ENSG00000170017,ALCAM
12522,ENSG00000170027,YWHAG
12523,ENSG00000170035,UBE2E3
12524,ENSG00000170037,CNTROB
12525,ENSG00000170043,TRAPPC1
12526,ENSG00000170044,ZPLD1
12527,ENSG00000170049,KCNAB3
12528,ENSG00000170054,SERPINA9
12529,ENSG00000170074,FAM153A
12530,ENSG00000170075,GPR37L1
12531,ENSG00000170085,SIMC1
12532,ENSG00000170088,TMEM192
12533,ENSG00000170091,NSG2
12534,ENSG00000170092,SPDYE5
12535,ENSG00000170099,SERPINA6
12536,ENSG00000170100,ZNF778
12537,ENSG00000170113,NIPA1
12538,ENSG00000170122,FOXD4
12539,ENSG00000170128,GPR25
12540,ENSG00000170142,UBE2E1
12541,ENSG00000170144,HNRNPA3
12542,ENSG00000170145,SIK2
12543,ENSG00000170153,RNF150
12544,ENSG00000170160,CCDC144A
12545,ENSG00000170162,VGLL2
12546,ENSG00000170166,HOXD4
12547,ENSG00000170175,CHRNB1
12548,ENSG00000170178,HOXD12
12549,ENSG00000170180,GYPA
12550,ENSG00000170185,USP38
12551,ENSG00000170190,SLC16A5
12552,ENSG00000170191,NANP
12553,ENSG00000170209,ANKK1
12554,ENSG00000170214,ADRA1B
12555,ENSG00000170222,ADPRM
12556,ENSG00000170231,FABP6
12557,ENSG00000170234,PWWP2A
12558,ENSG00000170236,USP50
12559,ENSG00000170242,USP47
12560,ENSG00000170248,PDCD6IP
12561,ENSG00000170255,MRGPRX1
12562,ENSG00000170260,ZNF212
12563,ENSG00000170262,MRAP
12564,ENSG00000170264,FAM161A
12565,ENSG00000170265,ZNF282
12566,ENSG00000170266,GLB1
12567,ENSG00000170270,GON7
12568,ENSG00000170271,FAXDC2
12569,ENSG00000170275,CRTAP
12570,ENSG00000170276,HSPB2
12571,ENSG00000170279,C7orf33
12572,ENSG00000170289,CNGB3
12573,ENSG00000170290,SLN
12574,ENSG00000170291,ELP5
12575,ENSG00000170293,CMTM8
12576,ENSG00000170296,GABARAP
12577,ENSG00000170298,LGALS9B
12578,ENSG00000170310,STX8
12579,ENSG00000170312,CDK1
12580,ENSG00000170315,UBB
12581,ENSG00000170322,NFRKB
12582,ENSG00000170323,FABP4
12583,ENSG00000170324,FRMPD2
12584,ENSG00000170325,PRDM10
12585,ENSG00000170340,B3GNT2
12586,ENSG00000170345,FOS
12587,ENSG00000170348,TMED10
12588,ENSG00000170364,SETMAR
12589,ENSG00000170365,SMAD1
12590,ENSG00000170367,CST5
12591,ENSG00000170369,CST2
12592,ENSG00000170370,EMX2
12593,ENSG00000170373,CST1
12594,ENSG00000170374,SP7
12595,ENSG00000170379,TCAF2
12596,ENSG00000170381,SEMA3E
12597,ENSG00000170382,LRRN2
12598,ENSG00000170385,SLC30A1
12599,ENSG00000170390,DCLK2
12600,ENSG00000170396,ZNF804A
12601,ENSG00000170412,GPRC5C
12602,ENSG00000170417,TMEM182
12603,ENSG00000170419,VSTM2A
12604,ENSG00000170421,KRT8
12605,ENSG00000170423,KRT78
12606,ENSG00000170425,ADORA2B
12607,ENSG00000170426,SDR9C7
12608,ENSG00000170430,MGMT
12609,ENSG00000170439,METTL7B
12610,ENSG00000170442,KRT86
12611,ENSG00000170445,HARS
12612,ENSG00000170448,NFXL1
12613,ENSG00000170454,KRT75
12614,ENSG00000170456,DENND5B
12615,ENSG00000170458,CD14
12616,ENSG00000170464,DNAJC18
12617,ENSG00000170465,KRT6C
12618,ENSG00000170468,RIOX1
12619,ENSG00000170469,SPATA24
12620,ENSG00000170471,RALGAPB
12621,ENSG00000170473,PYM1
12622,ENSG00000170476,MZB1
12623,ENSG00000170477,KRT4
12624,ENSG00000170482,SLC23A1
12625,ENSG00000170484,KRT74
12626,ENSG00000170485,NPAS2
12627,ENSG00000170486,KRT72
12628,ENSG00000170498,KISS1
12629,ENSG00000170500,LONRF2
12630,ENSG00000170502,NUDT9
12631,ENSG00000170509,HSD17B13
12632,ENSG00000170515,PA2G4
12633,ENSG00000170516,COX7B2
12634,ENSG00000170522,ELOVL6
12635,ENSG00000170523,KRT83
12636,ENSG00000170525,PFKFB3
12637,ENSG00000170537,TMC7
12638,ENSG00000170540,ARL6IP1
12639,ENSG00000170542,SERPINB9
