gene,0,1
A1BG,0.006773836104855553,0.010536495692793805
A1CF,0.005171908333931169,-0.0016394105048666318
A2M,-0.007976931019268168,0.008427086380383782
A3GALT2,0.0064017093364597075,0.0033101933022642014
A4GNT,0.004506912234239961,-0.006944399794063569
AAAS,-0.01406325025155441,0.00015066346025735923
AADAC,0.003391411653966876,-0.010318980049762555
AADACL2,0.008682362447931278,-0.0025719209676713065
AADACL3,0.001997064332206633,-0.008834982324447788
AADACL4,0.0009579193736871321,-0.0038714023472975197
AADAT,0.008198681999964767,-0.008463658302550706
AAED1,-0.005451864017056,-0.005199194428274616
AAGAB,-0.0012187130333431643,-0.004446841946008931
AAK1,-0.010095141874615063,-0.0007879743881579719
AAMP,0.004869894079084564,-0.003923133868551296
AANAT,-0.006432126941659782,0.009788108784342744
AAR2,0.0035651682581405676,-0.008876536770644058
AARD,-0.008797864975208918,0.004998803851567845
AARS,-0.004701472371221159,-0.002764088930038252
AARS2,-0.01721641464757838,0.0002739694475046525
AARSD1,0.0004152999528739135,-0.0042999906336940955
AASDH,0.0007111297580078431,-0.004797291378658769
AASDHPPT,-0.011090271142556257,-0.015196185672717495
AASS,0.007180346989528888,0.00295537466349866
AATF,0.003682386957366108,0.0006834231924248725
AATK,-0.0006674949209948689,0.008543443337182858
ABAT,-0.0037509340001567037,0.0030901940939879057
ABCA1,0.0006731451994655989,-0.013137807004099583
ABCA10,0.016549577919924327,-0.012944114811768517
ABCA12,-0.001536190432473995,-0.005148055976114171
ABCA13,-0.003325683910984773,-0.00047363509408808707
ABCA2,-0.0016485805693337427,0.014783502873498772
ABCA3,-0.004722960488723411,0.010309309859683717
ABCA4,0.004841874731676978,0.0006243958260112552
ABCA5,-0.0021822649704641597,-0.008758487205126281
ABCA6,0.009765069504777795,-0.009670051903948299
ABCA7,-0.002360367463960644,0.013228462434115977
ABCA8,-0.0005893681579724238,-0.005301829109575716
ABCA9,0.004564590736729602,-0.005009171158871491
ABCB1,0.0006727766526186837,-0.0063518353535536734
ABCB10,-0.019934214212589695,0.00520366853291913
ABCB11,0.0031206179332882522,-0.0010270695429404491
ABCB4,-0.00011962993816127903,0.003734373712209472
ABCB5,-0.0008671302064492385,-0.008409734925083016
ABCB6,-0.003672423707498377,0.003086525171168182
ABCB8,-0.001156395712738911,0.01782674466145859
ABCB9,-0.006055443121138447,0.011522424470002688
ABCC1,8.417024368305514e-05,-0.000858649904176367
ABCC10,-0.0025410865945914266,0.0058864895715792995
ABCC11,0.004059110594943276,0.009786024959539017
ABCC12,0.0050478268740708175,-0.002502263073470987
ABCC2,-0.0012302464843262173,-0.00892729975119362
ABCC3,-0.010768217698076628,0.0019692586187344523
ABCC4,-0.0026820130330560024,0.0053843367100854375
ABCC8,-0.00434076800788991,0.00916616513780377
ABCC9,-0.00017159247878909673,0.0005628446979907566
ABCD2,0.0037405422254316563,-0.010489435751576596
ABCD3,0.0024781248627410157,-0.008725447269204272
ABCD4,-0.007265601658060129,0.0016009023668262772
ABCE1,0.017274301121625105,0.0026951308052535405
ABCF1,0.004299335051459277,-0.001482287302066938
ABCF2,-0.0036634293115395265,0.002406920589941998
ABCF3,-0.0009904837276094702,-0.0033623241622581616
ABCG1,-0.0068819549235374375,-0.00807387104211695
ABCG2,0.008198107053105131,-0.0011217405716580282
ABCG4,-0.0032602440151984504,0.0027853934216854935
ABCG5,-0.00462574724201383,0.0012121418140657043
ABCG8,-0.0016826397564337061,0.0043127789647481795
ABHD1,0.0005111421238179864,-0.006745081929019143
ABHD10,0.0033618519583186687,-0.004926425766432425
ABHD11,-0.024470809316420778,0.002280705457766113
ABHD12,-0.0070778134346016815,0.00511559140165257
ABHD12B,-0.0028961200739989696,-8.466338207245862e-05
ABHD13,-0.00999249853324422,-0.011351673776262868
ABHD14A,-0.001963060971769143,-0.0006472056769768444
ABHD14B,0.000991795018770639,-0.011503204895775351
ABHD15,0.003988453037838386,0.004921873430177807
ABHD16A,-0.005293809324787257,0.0021988298821793185
ABHD16B,-0.005784769604650768,0.011351323860516334
ABHD17A,0.012643788561298474,0.010965399466725284
ABHD17C,0.002376874210777976,0.014364721163200873
ABHD2,-0.008315252600900694,-0.013045670608527597
ABHD3,0.0023419111727138618,-0.0033274089990579687
ABHD4,-0.0023780193282144893,0.003320606948429507
ABHD5,0.002660862481381435,0.0011494147761316384
ABHD8,-0.0029124391062284472,0.0068092469464620265
ABI1,-0.00122338470796509,0.0005095884633368923
ABI2,0.0012368472408331307,0.004619585886630984
ABI3,0.0007979391585788368,0.010980450920837888
ABI3BP,0.007531952052912433,-0.0015907946133749894
ABL1,-0.007146834116210024,0.0016038251386609177
ABL2,0.004424768365315396,0.01124510737029059
